
     Value of States and Choice Probabilities
     Fixed Group Index(f): 0. Random Group Index(r): 0
     ------------------------------------------------------------------------------
    Indx   T   A   m sch   t     r     f       EV      |Choice Probabilities:                           
    9423   1   1  23   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9422   1   1  22   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9421   1   1  21   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9420   1   1  20   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9419   1   1  19   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9418   1   1  18   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9417   1   1  17   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9416   1   1  16   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9415   1   1  15   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9414   1   1  14   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9413   1   1  13   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9412   1   1  12   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9411   1   1  11   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9410   1   1  10   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9409   1   1   9   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9408   1   1   8   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9407   1   1   7   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9406   1   1   6   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9405   1   1   5   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9404   1   1   4   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9403   1   1   3   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9402   1   1   2   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9401   1   1   1   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9400   1   1   0   3  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9387   1   1  27   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9386   1   1  26   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9385   1   1  25   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9384   1   1  24   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9383   1   1  23   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9382   1   1  22   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9381   1   1  21   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9380   1   1  20   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9379   1   1  19   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9378   1   1  18   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9377   1   1  17   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9376   1   1  16   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9375   1   1  15   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9374   1   1  14   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9373   1   1  13   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9372   1   1  12   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9371   1   1  11   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9370   1   1  10   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9369   1   1   9   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9368   1   1   8   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9367   1   1   7   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9366   1   1   6   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9365   1   1   5   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9364   1   1   4   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9363   1   1   3   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9362   1   1   2   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9361   1   1   1   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9360   1   1   0   2  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9348   1   1  28   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9347   1   1  27   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9346   1   1  26   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9345   1   1  25   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9344   1   1  24   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9343   1   1  23   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9342   1   1  22   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9341   1   1  21   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9340   1   1  20   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9339   1   1  19   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9338   1   1  18   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9337   1   1  17   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9336   1   1  16   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9335   1   1  15   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9334   1   1  14   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9333   1   1  13   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9332   1   1  12   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9331   1   1  11   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9330   1   1  10   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9329   1   1   9   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9328   1   1   8   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9327   1   1   7   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9326   1   1   6   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9325   1   1   5   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9324   1   1   4   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9323   1   1   3   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9322   1   1   2   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9321   1   1   1   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9320   1   1   0   1  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9309   1   1  29   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9308   1   1  28   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9307   1   1  27   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9306   1   1  26   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9305   1   1  25   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9304   1   1  24   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9303   1   1  23   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9302   1   1  22   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9301   1   1  21   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9300   1   1  20   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9299   1   1  19   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9298   1   1  18   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9297   1   1  17   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9296   1   1  16   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9295   1   1  15   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9294   1   1  14   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9293   1   1  13   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9292   1   1  12   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9291   1   1  11   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9290   1   1  10   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9289   1   1   9   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9288   1   1   8   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9287   1   1   7   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9286   1   1   6   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9285   1   1   5   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9284   1   1   4   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9283   1   1   3   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9282   1   1   2   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9281   1   1   1   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9280   1   1   0   0  29     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9261   1   1  21   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9260   1   1  20   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9259   1   1  19   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9258   1   1  18   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9257   1   1  17   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9256   1   1  16   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9255   1   1  15   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9254   1   1  14   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9253   1   1  13   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9252   1   1  12   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9251   1   1  11   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9250   1   1  10   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9249   1   1   9   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9248   1   1   8   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9247   1   1   7   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9246   1   1   6   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9245   1   1   5   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9244   1   1   4   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9243   1   1   3   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9242   1   1   2   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9241   1   1   1   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9240   1   1   0   7  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9222   1   1  22   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9221   1   1  21   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9220   1   1  20   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9219   1   1  19   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9218   1   1  18   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9217   1   1  17   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9216   1   1  16   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9215   1   1  15   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9214   1   1  14   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9213   1   1  13   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9212   1   1  12   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9211   1   1  11   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9210   1   1  10   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9209   1   1   9   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9208   1   1   8   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9207   1   1   7   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9206   1   1   6   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9205   1   1   5   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9204   1   1   4   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9203   1   1   3   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9202   1   1   2   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9201   1   1   1   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9200   1   1   0   6  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9183   1   1  23   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9182   1   1  22   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9181   1   1  21   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9180   1   1  20   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9179   1   1  19   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9178   1   1  18   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9177   1   1  17   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9176   1   1  16   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9175   1   1  15   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9174   1   1  14   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9173   1   1  13   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9172   1   1  12   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9171   1   1  11   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9170   1   1  10   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9169   1   1   9   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9168   1   1   8   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9167   1   1   7   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9166   1   1   6   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9165   1   1   5   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9164   1   1   4   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9163   1   1   3   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9162   1   1   2   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9161   1   1   1   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9160   1   1   0   5  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9144   1   1  24   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9143   1   1  23   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9142   1   1  22   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9141   1   1  21   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9140   1   1  20   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9139   1   1  19   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9138   1   1  18   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9137   1   1  17   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9136   1   1  16   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9135   1   1  15   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9134   1   1  14   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9133   1   1  13   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9132   1   1  12   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9131   1   1  11   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9130   1   1  10   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9129   1   1   9   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9128   1   1   8   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9127   1   1   7   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9126   1   1   6   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9125   1   1   5   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9124   1   1   4   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9123   1   1   3   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9122   1   1   2   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9121   1   1   1   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9120   1   1   0   4  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9105   1   1  25   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9104   1   1  24   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9103   1   1  23   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9102   1   1  22   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9101   1   1  21   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9100   1   1  20   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9099   1   1  19   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9098   1   1  18   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9097   1   1  17   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9096   1   1  16   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9095   1   1  15   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9094   1   1  14   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9093   1   1  13   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9092   1   1  12   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9091   1   1  11   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9090   1   1  10   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9089   1   1   9   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9088   1   1   8   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9087   1   1   7   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9086   1   1   6   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9085   1   1   5   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9084   1   1   4   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9083   1   1   3   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9082   1   1   2   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9081   1   1   1   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9080   1   1   0   3  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9066   1   1  26   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9065   1   1  25   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9064   1   1  24   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9063   1   1  23   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9062   1   1  22   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9061   1   1  21   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9060   1   1  20   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9059   1   1  19   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9058   1   1  18   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9057   1   1  17   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9056   1   1  16   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9055   1   1  15   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9054   1   1  14   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9053   1   1  13   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9052   1   1  12   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9051   1   1  11   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9050   1   1  10   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9049   1   1   9   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9048   1   1   8   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9047   1   1   7   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9046   1   1   6   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9045   1   1   5   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9044   1   1   4   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9043   1   1   3   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9042   1   1   2   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9041   1   1   1   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9040   1   1   0   2  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9027   1   1  27   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9026   1   1  26   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9025   1   1  25   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9024   1   1  24   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9023   1   1  23   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9022   1   1  22   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9021   1   1  21   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9020   1   1  20   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9019   1   1  19   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9018   1   1  18   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9017   1   1  17   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9016   1   1  16   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9015   1   1  15   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9014   1   1  14   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9013   1   1  13   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9012   1   1  12   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9011   1   1  11   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9010   1   1  10   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9009   1   1   9   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9008   1   1   8   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9007   1   1   7   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9006   1   1   6   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9005   1   1   5   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9004   1   1   4   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9003   1   1   3   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9002   1   1   2   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9001   1   1   1   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    9000   1   1   0   1  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8988   1   1  28   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8987   1   1  27   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8986   1   1  26   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8985   1   1  25   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8984   1   1  24   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8983   1   1  23   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8982   1   1  22   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8981   1   1  21   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8980   1   1  20   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8979   1   1  19   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8978   1   1  18   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8977   1   1  17   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8976   1   1  16   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8975   1   1  15   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8974   1   1  14   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8973   1   1  13   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8972   1   1  12   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8971   1   1  11   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8970   1   1  10   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8969   1   1   9   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8968   1   1   8   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8967   1   1   7   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8966   1   1   6   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8965   1   1   5   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8964   1   1   4   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8963   1   1   3   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8962   1   1   2   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8961   1   1   1   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8960   1   1   0   0  28     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8940   1   1  20   7  27     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8939   1   1  19   7  27     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8938   1   1  18   7  27     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8937   1   1  17   7  27     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8936   1   1  16   7  27     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8935   1   1  15   7  27     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8934   1   1  14   7  27     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
    8933   1   1  13   7  27     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
